98;957;Steven;Lewis;31;3.88;1963-10-27;Red Square 1, Moscow, Russia 109012;1249152231
99;140;Jerry;Anderson;21;3.56;2006-11-09;Sagrada Família 401, Barcelona, Spain 08013;7375463629
100;767;Benjamin;Moore;8;4.18;1992-02-21;321 Elm Boulevard, Houston, TX 77001;5978626290
101;80;Mary;Lee;15;3.86;1968-02-15;CN Tower 301, Toronto, Canada M5V 2T6;4322872845
102;895;Angela;Young;47;4.34;1978-01-07;Sydney Opera House, Sydney, Australia 2000;5225343046
103;815;Jacob;Perez;22;3.78;1969-01-26;555 Mountain Street, Washington, DC 20001;7936215454
104;171;Patrick;Lee;12;4.85;1979-09-30;789 Pine Road, Chicago, IL 60601;2642547034
105;38;Steven;Young;4;3.4;1971-05-31;Piazza San Marco 1, Venice, Italy 30124;9803399800
106;48;William;White;10;4.92;2005-10-14;Shibuya Crossing 2, Tokyo, Japan 150-0043;8955142130
107;460;Patrick;Wilson;0;4.86;1983-11-27;Marina Bay Sands 10, Singapore 018956;4282200224
108;700;Donald;Martin;29;4.55;1961-12-09;Forbidden City 4, Beijing, China 100006;3793241055
109;488;Jack;Young;8;4.79;1998-11-14;Sagrada Família 401, Barcelona, Spain 08013;3227613851
110;376;Emma;Torres;35;4.47;1983-06-05;789 Pine Road, Chicago, IL 60601;5524311966
111;97;Andrew;Johnson;43;4.79;1968-01-20;864 Palm Drive, San Jose, CA 95101;9070814416
112;117;Patricia;Gonzalez;43;4.6;1969-10-02;Sagrada Família 401, Barcelona, Spain 08013;4502135761
113;847;Amanda;Martin;44;3.27;1969-09-30;444 Lake View, Denver, CO 80201;4924291875
114;185;Nancy;King;50;4.9;1993-05-30;Brandenburger Tor 1, Berlin, Germany 10117;6392655358
115;358;Emily;Anderson;42;4.78;1973-08-13;123 Main Street, New York, NY 10001;8974898455
116;882;Gary;Lewis;22;3.8;1984-02-08;Piazza San Marco 1, Venice, Italy 30124;5359867862
117;764;Samantha;Flores;28;3.27;2004-03-24;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;8563653934
118;415;Sarah;Miller;25;4.33;1990-04-27;321 Elm Boulevard, Houston, TX 77001;4859268396
119;519;Samantha;Martinez;33;4.01;1990-12-03;666 Ocean Avenue, Miami, FL 33101;3411083288
120;577;George;Campbell;18;4.73;1993-08-15;753 Willow Avenue, San Diego, CA 92101;1370788550
121;390;Michael;Adams;9;4.24;1967-11-08;Red Square 1, Moscow, Russia 109012;3375445881
122;264;Rachel;Taylor;44;4.0;1978-04-24;Piazza San Marco 1, Venice, Italy 30124;5651273139
123;494;Scott;Gonzalez;48;4.51;1971-10-29;Brandenburger Tor 1, Berlin, Germany 10117;9858024205
124;40;Robert;Rivera;34;4.07;1987-08-06;159 Birch Street, San Antonio, TX 78201;3519401713
125;963;Michael;Hall;37;4.28;2002-03-13;Taj Mahal, Agra, India 282001;7248703453
126;182;Anna;Scott;14;4.04;1985-07-14;159 Birch Street, San Antonio, TX 78201;5900069326
127;923;Jessica;Clark;15;4.63;1974-05-05;444 Lake View, Denver, CO 80201;445626121
128;671;Jerry;Johnson;8;3.49;1961-09-04;333 River Road, Seattle, WA 98101;239386436
129;139;Mark;Green;6;4.76;1991-04-08;Brandenburger Tor 1, Berlin, Germany 10117;1355922205
130;730;Mary;Mitchell;25;3.0;1971-09-30;Piazza San Marco 1, Venice, Italy 30124;1836562879
131;406;Betty;Miller;48;4.28;1990-10-07;456 Oak Avenue, Los Angeles, CA 90001;909307694
132;552;Nancy;Hernandez;12;3.12;1985-07-11;Table Mountain Rd, Cape Town, South Africa 8001;1068289661
133;122;Nancy;Hill;27;4.75;1978-08-11;Forbidden City 4, Beijing, China 100006;2245013923
134;404;Brenda;Sanchez;14;4.36;2002-11-30;789 Pine Road, Chicago, IL 60601;5748678062
135;586;Ryan;Miller;39;4.23;2007-06-04;Forbidden City 4, Beijing, China 100006;5619724024
136;267;Brandon;Williams;37;3.85;2004-12-30;Burj Khalifa 1, Dubai, UAE;8968802544
137;455;Timothy;Baker;3;4.83;1976-11-13;666 Ocean Avenue, Miami, FL 33101;4988415633
138;329;Larry;Taylor;24;5.01;1972-04-07;Burj Khalifa 1, Dubai, UAE;2748971799
139;515;Amanda;Jackson;38;4.4;1985-10-27;Sydney Opera House, Sydney, Australia 2000;5391204565
140;215;David;Taylor;11;4.99;2003-09-23;159 Birch Street, San Antonio, TX 78201;9130429403
141;885;Joseph;Johnson;12;4.02;1968-11-15;444 Lake View, Denver, CO 80201;2128234142
142;994;Janet;Davis;27;3.11;1961-12-25;Forbidden City 4, Beijing, China 100006;4117736366
143;634;Gary;Martinez;35;3.39;2001-05-22;321 Elm Boulevard, Houston, TX 77001;118217405
144;906;Paul;Hill;4;3.41;1982-09-19;Sagrada Família 401, Barcelona, Spain 08013;5341458012
145;340;Jack;Taylor;46;4.72;1993-10-02;Forbidden City 4, Beijing, China 100006;2395566857
146;132;Stephanie;Wilson;0;4.36;1978-06-18;Red Square 1, Moscow, Russia 109012;4738522402
147;556;Timothy;Walker;20;4.87;1986-01-15;864 Palm Drive, San Jose, CA 95101;3556229516
148;499;Kathleen;Jackson;14;3.11;1981-07-03;CN Tower 301, Toronto, Canada M5V 2T6;5017874256
149;652;Ronald;Baker;33;3.45;1984-02-08;789 Pine Road, Chicago, IL 60601;6014836430
150;51;Andrew;Miller;44;4.95;1986-07-08;Taj Mahal, Agra, India 282001;7383698759
151;796;Dennis;Walker;32;3.31;1965-12-03;246 Spruce Road, Dallas, TX 75201;9346297723
152;425;Rachel;Nelson;6;4.58;1963-05-13;Forbidden City 4, Beijing, China 100006;9744565455
153;970;Nancy;Garcia;38;4.11;1994-11-01;Shibuya Crossing 2, Tokyo, Japan 150-0043;2706914204
154;490;Joseph;Miller;8;4.78;1987-08-13;Red Square 1, Moscow, Russia 109012;5228035503
155;514;Lisa;Anderson;39;3.75;1983-03-12;333 River Road, Seattle, WA 98101;7185948586
156;62;Anna;Nguyen;19;4.82;1972-07-22;456 Oak Avenue, Los Angeles, CA 90001;9660905335
157;581;Elizabeth;White;48;4.8;1996-06-30;Forbidden City 4, Beijing, China 100006;843359562
158;782;Michael;Brown;26;4.04;2007-04-13;246 Spruce Road, Dallas, TX 75201;7357218643
159;304;George;Mitchell;12;4.49;1992-08-27;Piazza San Marco 1, Venice, Italy 30124;4225272171
160;574;Jack;Williams;49;3.41;1971-01-14;Sagrada Família 401, Barcelona, Spain 08013;5335898159
161;648;Mark;Jones;9;3.77;1973-03-24;333 River Road, Seattle, WA 98101;6221432594
162;559;Jonathan;Roberts;22;4.55;1994-02-22;Forbidden City 4, Beijing, China 100006;6798363255
163;955;Susan;Torres;46;4.66;2002-02-13;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;531382139
164;737;Emily;Mitchell;21;3.28;1981-06-13;864 Palm Drive, San Jose, CA 95101;7775018152
165;738;Deborah;Campbell;27;4.47;1996-07-21;Champs-Élysées 75, Paris, France 75008;582848837
166;360;John;Ramirez;10;3.86;1962-10-13;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;7491590333
167;760;Anthony;Jackson;20;3.82;2004-07-18;666 Ocean Avenue, Miami, FL 33101;5393134795
168;133;Barbara;Smith;43;3.12;1973-08-31;CN Tower 301, Toronto, Canada M5V 2T6;2085471628
169;262;Carolyn;Young;18;4.47;1979-03-29;555 Mountain Street, Washington, DC 20001;7917768104
170;936;Jacob;Lopez;25;3.99;1977-04-06;123 Main Street, New York, NY 10001;7417246989
171;227;David;Young;15;4.4;1995-08-26;789 Pine Road, Chicago, IL 60601;4619879894
172;177;Janet;Taylor;5;4.37;1976-11-22;Piazza San Marco 1, Venice, Italy 30124;9161972511
173;94;Brenda;Martin;14;4.47;1974-10-04;Sydney Opera House, Sydney, Australia 2000;6852329155
174;580;John;Campbell;16;3.03;1988-01-26;987 Cedar Lane, Philadelphia, PA 19101;4578429355
175;27;Frank;Jones;30;4.52;1990-07-21;444 Lake View, Denver, CO 80201;5453330784
176;735;Larry;Wright;42;3.73;2000-12-10;159 Birch Street, San Antonio, TX 78201;1348014922
177;326;Michelle;Clark;48;4.58;1997-09-27;864 Palm Drive, San Jose, CA 95101;1738862885
178;18;Andrew;Green;21;3.58;1994-08-04;666 Ocean Avenue, Miami, FL 33101;9331987029
179;73;Amy;Rodriguez;14;3.76;1996-04-27;Gyeongbokgung Palace 161, Seoul, South Korea 03045;5540845623
180;229;Stephanie;Ramirez;9;3.28;1973-02-28;654 Maple Drive, Phoenix, AZ 85001;6350574050
181;757;Jacob;Anderson;20;3.31;1980-10-03;789 Pine Road, Chicago, IL 60601;3950682047
182;583;Joshua;Wilson;3;3.51;2007-08-15;456 Oak Avenue, Los Angeles, CA 90001;7224162627
183;661;Andrew;Lee;19;3.27;1981-01-15;456 Oak Avenue, Los Angeles, CA 90001;2827993722
184;762;Dennis;Jones;2;3.02;1986-06-11;987 Cedar Lane, Philadelphia, PA 19101;2013747788
185;822;Carol;Davis;16;3.02;1999-01-30;753 Willow Avenue, San Diego, CA 92101;2715342252
186;16;Ashley;Wright;33;3.2;2006-07-20;444 Lake View, Denver, CO 80201;2163848426
187;943;William;Taylor;39;3.62;1978-10-15;321 Elm Boulevard, Houston, TX 77001;5818313109
188;640;Kimberly;Lewis;6;3.05;1972-09-14;Gyeongbokgung Palace 161, Seoul, South Korea 03045;7665311234
189;981;Angela;Anderson;9;4.93;1997-03-22;123 Main Street, New York, NY 10001;5731235503
190;327;Samantha;Hall;22;3.19;1963-02-26;Piazza San Marco 1, Venice, Italy 30124;7806909765
191;115;Christine;King;49;3.28;1967-08-17;Gyeongbokgung Palace 161, Seoul, South Korea 03045;9696765100
192;699;Christine;Robinson;12;3.83;1993-07-11;Taj Mahal, Agra, India 282001;1119892307
193;919;Sandra;Harris;39;3.72;1982-01-04;246 Spruce Road, Dallas, TX 75201;9619106634
194;456;Rebecca;Miller;37;4.91;2006-02-09;654 Maple Drive, Phoenix, AZ 85001;4346261433
195;600;Margaret;Wilson;10;3.47;2007-01-20;Brandenburger Tor 1, Berlin, Germany 10117;9587175281
196;653;Barbara;Martinez;37;3.14;1998-12-12;Marina Bay Sands 10, Singapore 018956;8214190447
197;164;Scott;Flores;47;4.35;2002-11-04;789 Pine Road, Chicago, IL 60601;6077860265
198;338;Mary;Robinson;33;3.08;1967-10-11;444 Lake View, Denver, CO 80201;7267450779
199;212;Ashley;Jackson;8;3.31;1972-10-15;Gyeongbokgung Palace 161, Seoul, South Korea 03045;7796234655
200;988;Anthony;Anderson;26;3.4;1980-01-09;333 River Road, Seattle, WA 98101;5810059574
201;173;Carol;Martin;47;3.73;1979-01-25;333 River Road, Seattle, WA 98101;3600464375
202;1;William;Jackson;28;4.0;1972-02-26;444 Lake View, Denver, CO 80201;7032460898
203;937;Deborah;Thompson;28;3.33;1985-04-13;123 Main Street, New York, NY 10001;2076939683
204;779;Christine;Perez;10;3.12;1979-12-11;123 Main Street, New York, NY 10001;3209668788
205;758;David;Johnson;18;4.55;1983-02-01;987 Cedar Lane, Philadelphia, PA 19101;3320617511
206;431;Raymond;Moore;12;3.18;1967-07-24;Sagrada Família 401, Barcelona, Spain 08013;1910346938
207;751;Matthew;Rivera;17;4.17;1971-05-14;Taj Mahal, Agra, India 282001;1206636778
208;503;Jennifer;Wilson;25;4.82;1986-11-03;Piazza San Marco 1, Venice, Italy 30124;9669128722
209;396;Richard;Mitchell;4;3.31;1962-02-08;555 Mountain Street, Washington, DC 20001;3154906822
210;986;Jack;Jackson;34;4.93;1991-11-13;Gyeongbokgung Palace 161, Seoul, South Korea 03045;4907484671
211;168;Emily;Allen;40;3.96;1986-03-13;987 Cedar Lane, Philadelphia, PA 19101;7488686224
212;689;Elizabeth;Ramirez;45;3.39;1986-06-15;Sagrada Família 401, Barcelona, Spain 08013;2556249608
213;590;Sharon;Robinson;49;4.77;1977-12-20;Sydney Opera House, Sydney, Australia 2000;3227170230
214;386;Jeffrey;Thomas;15;4.71;1977-06-24;753 Willow Avenue, San Diego, CA 92101;3662441368
215;208;Sandra;Thomas;46;3.89;1970-02-05;Taj Mahal, Agra, India 282001;6795657488
216;193;Jerry;Perez;12;4.78;1963-03-07;Brandenburger Tor 1, Berlin, Germany 10117;1667485834
217;39;Sarah;Clark;31;4.44;2000-09-14;123 Main Street, New York, NY 10001;8094313477
218;707;Kathleen;Mitchell;28;4.96;1995-01-09;666 Ocean Avenue, Miami, FL 33101;8883352287
219;898;Steven;Scott;18;3.18;1963-10-27;123 Main Street, New York, NY 10001;3609337840
220;233;Catherine;Perez;36;4.82;1962-12-01;CN Tower 301, Toronto, Canada M5V 2T6;1455066001
221;278;Michael;Roberts;0;4.73;2002-07-25;Champs-Élysées 75, Paris, France 75008;1967585288
222;153;Deborah;Flores;50;4.62;1979-04-03;333 River Road, Seattle, WA 98101;2776317697
223;283;Eric;Anderson;43;4.63;1992-07-30;222 Park Avenue, Boston, MA 02101;1831748639
224;696;Pamela;Scott;20;4.18;1973-12-18;987 Cedar Lane, Philadelphia, PA 19101;1527489381
225;21;Janet;White;5;4.93;2003-04-24;222 Park Avenue, Boston, MA 02101;5706255631
226;659;David;Wright;21;4.1;1967-10-19;Gyeongbokgung Palace 161, Seoul, South Korea 03045;2095490629
227;530;Amanda;Campbell;23;3.99;1986-05-29;Piazza San Marco 1, Venice, Italy 30124;8141468794
228;207;Jack;Hernandez;9;3.1;1993-08-18;Table Mountain Rd, Cape Town, South Africa 8001;7939332860
229;2;Jessica;Wright;14;3.07;2002-05-10;321 Elm Boulevard, Houston, TX 77001;8145590898
230;47;Amy;Wilson;29;4.98;1993-05-24;Brandenburger Tor 1, Berlin, Germany 10117;2293563065
231;612;Frank;Mitchell;47;3.5;1981-10-14;CN Tower 301, Toronto, Canada M5V 2T6;1293005389
232;66;Joseph;Roberts;11;3.09;1979-03-15;666 Ocean Avenue, Miami, FL 33101;5981742620
233;159;Ruth;Adams;50;3.14;1966-04-15;Marina Bay Sands 10, Singapore 018956;8205994825
234;162;Brian;Lee;4;3.24;1969-04-03;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4532334860
235;266;Jessica;Adams;39;4.97;1995-07-09;456 Oak Avenue, Los Angeles, CA 90001;349554907
236;886;Thomas;Torres;37;4.75;1986-12-27;Taj Mahal, Agra, India 282001;8414054802
237;896;Gregory;Lee;37;3.2;2002-12-20;Table Mountain Rd, Cape Town, South Africa 8001;7604930688
238;287;Katherine;Nelson;48;3.14;1974-06-30;555 Mountain Street, Washington, DC 20001;8693162316
239;246;Laura;Thompson;35;4.99;1967-06-14;Table Mountain Rd, Cape Town, South Africa 8001;4862721455
240;113;Dennis;Young;24;4.35;1995-05-09;Sydney Opera House, Sydney, Australia 2000;7514593151
241;622;Angela;Miller;3;4.22;1991-08-22;222 Park Avenue, Boston, MA 02101;2933525031
242;871;Barbara;Carter;13;4.92;1984-06-17;333 River Road, Seattle, WA 98101;4964713809
243;409;Timothy;Clark;36;4.7;1961-06-30;456 Oak Avenue, Los Angeles, CA 90001;5114835712
244;545;Raymond;Jackson;36;4.3;1983-04-10;Shibuya Crossing 2, Tokyo, Japan 150-0043;1441704813
245;71;Margaret;Johnson;33;4.23;1995-08-16;Shibuya Crossing 2, Tokyo, Japan 150-0043;5305537458
246;343;Christopher;Moore;43;4.32;1981-07-18;Gyeongbokgung Palace 161, Seoul, South Korea 03045;4686921621
247;381;Amy;Johnson;17;3.14;1972-02-20;864 Palm Drive, San Jose, CA 95101;6609167744
248;647;Melissa;Harris;20;3.73;2004-03-01;987 Cedar Lane, Philadelphia, PA 19101;2543688127
249;199;Sarah;Rivera;49;4.08;2003-06-17;333 River Road, Seattle, WA 98101;370502060
250;339;Pamela;Clark;6;3.8;1994-12-22;654 Maple Drive, Phoenix, AZ 85001;4830124903
251;196;Kevin;Flores;27;3.12;1981-01-11;159 Birch Street, San Antonio, TX 78201;1933529231
252;119;Timothy;Jones;30;3.82;1970-03-07;444 Lake View, Denver, CO 80201;8010421652
253;261;Benjamin;Hill;17;4.16;1978-09-13;123 Main Street, New York, NY 10001;9781181563
254;962;Carol;Baker;3;3.3;1984-02-15;123 Main Street, New York, NY 10001;3932834273
255;528;Paul;Walker;24;4.08;1978-03-25;456 Oak Avenue, Los Angeles, CA 90001;9639078835
256;799;Frank;Anderson;32;4.44;1975-01-01;Brandenburger Tor 1, Berlin, Germany 10117;5616736327
257;12;Kathleen;Green;13;4.12;1963-08-29;246 Spruce Road, Dallas, TX 75201;471832561
258;617;Brenda;Torres;18;4.95;1985-12-16;555 Mountain Street, Washington, DC 20001;8776772071
259;572;Charles;Flores;19;3.35;2003-08-28;246 Spruce Road, Dallas, TX 75201;3144572140
260;138;Mary;Johnson;3;4.36;1975-09-07;Sagrada Família 401, Barcelona, Spain 08013;2268912310
261;917;Rebecca;Ramirez;5;4.06;1972-02-03;987 Cedar Lane, Philadelphia, PA 19101;5574089737
262;856;Karen;Taylor;9;4.51;1961-09-28;864 Palm Drive, San Jose, CA 95101;5878070098
263;763;Christopher;Hill;7;4.75;1982-02-28;753 Willow Avenue, San Diego, CA 92101;9676940650
264;639;Jason;Carter;20;4.8;1977-08-12;987 Cedar Lane, Philadelphia, PA 19101;3543963317
265;673;Kenneth;Robinson;6;4.28;1966-04-08;987 Cedar Lane, Philadelphia, PA 19101;8041439984
266;35;Amanda;Torres;39;4.02;1964-06-11;222 Park Avenue, Boston, MA 02101;4231239366
267;619;Steven;Jones;35;4.33;1992-09-13;Burj Khalifa 1, Dubai, UAE;9090869710
268;531;Jeffrey;Roberts;26;4.81;1974-11-30;Red Square 1, Moscow, Russia 109012;7012954847
